S0,K,T,r,sigma,steps,dqn_value,dqn_exercise_rate,hold_value,binomial_price,dqn_gap_vs_binomial,moneyness_bucket,maturity_bucket,vol_bucket
70,100,1.0,0.05,0.25,100,30.0,1.0,27.009168481488906,30.0,0.0,ITM put,long (>0.5y),high vol (>0.20)
70,100,1.0,0.05,0.4,100,30.0,1.0,30.46470935694199,31.167568679898743,-1.1675686798987428,ITM put,long (>0.5y),high vol (>0.20)
70,100,2.0,0.02,0.15,100,30.0,1.0,27.381098907054888,30.0,0.0,ITM put,long (>0.5y),low vol (<=0.20)
70,100,2.0,0.02,0.25,100,30.0,1.0,30.019134001490286,30.67673947590067,-0.6767394759006713,ITM put,long (>0.5y),high vol (>0.20)
70,100,2.0,0.02,0.4,100,30.0,1.0,35.84712226136776,35.2823173233977,-5.282317323397699,ITM put,long (>0.5y),high vol (>0.20)
70,100,2.0,0.05,0.15,100,30.0,1.0,22.040923973430896,30.0,0.0,ITM put,long (>0.5y),low vol (<=0.20)
70,100,2.0,0.05,0.25,100,30.0,1.0,25.381767976997757,30.0,0.0,ITM put,long (>0.5y),high vol (>0.20)
70,100,2.0,0.05,0.4,100,30.0,1.0,31.2332753802322,33.048074927593674,-3.0480749275936745,ITM put,long (>0.5y),high vol (>0.20)
80,100,0.25,0.02,0.15,100,20.0,1.0,19.897311680430004,20.0,0.0,ITM put,short (<=0.5y),low vol (<=0.20)
80,100,0.25,0.02,0.25,100,20.0,1.0,20.247190385674052,20.00930772908251,-0.009307729082511429,ITM put,short (<=0.5y),high vol (>0.20)
80,100,0.25,0.02,0.4,100,20.0,1.0,21.563480068443955,20.899080580463618,-0.8990805804636182,ITM put,short (<=0.5y),high vol (>0.20)
80,100,0.25,0.05,0.15,100,20.0,1.0,19.11521803034441,20.0,0.0,ITM put,short (<=0.5y),low vol (<=0.20)
80,100,0.25,0.05,0.25,100,20.0,1.0,19.52865280987772,20.0,0.0,ITM put,short (<=0.5y),high vol (>0.20)
80,100,0.25,0.05,0.4,100,20.0,1.0,20.762994392690654,20.56945149379886,-0.5694514937988586,ITM put,short (<=0.5y),high vol (>0.20)
80,100,0.5,0.02,0.15,100,20.0,1.0,19.57988341091106,20.0,0.0,ITM put,short (<=0.5y),low vol (<=0.20)
80,100,0.5,0.02,0.25,100,20.0,1.0,20.52730188209778,20.308268116218898,-0.3082681162188976,ITM put,short (<=0.5y),high vol (>0.20)
80,100,0.5,0.02,0.4,100,20.0,1.0,23.236418462433896,22.486079904357695,-2.4860799043576947,ITM put,short (<=0.5y),high vol (>0.20)
80,100,0.5,0.05,0.15,100,20.0,1.0,18.086702119775495,20.0,0.0,ITM put,short (<=0.5y),low vol (<=0.20)
80,100,0.5,0.05,0.25,100,20.0,1.0,19.23436152790105,20.012689180410117,-0.012689180410117018,ITM put,short (<=0.5y),high vol (>0.20)
80,100,0.5,0.05,0.4,100,20.0,1.0,22.077988152691145,21.795311686228867,-1.7953116862288674,ITM put,short (<=0.5y),high vol (>0.20)
80,100,1.0,0.02,0.15,100,20.0,1.0,19.17623255573352,20.0,0.0,ITM put,long (>0.5y),low vol (<=0.20)
80,100,1.0,0.02,0.25,100,20.0,1.0,21.522946935498602,21.25568690555667,-1.2556869055566686,ITM put,long (>0.5y),high vol (>0.20)
80,100,1.0,0.02,0.4,100,20.0,1.0,26.339891910335723,25.272244380330807,-5.2722443803308074,ITM put,long (>0.5y),high vol (>0.20)
80,100,1.0,0.05,0.15,100,20.0,1.0,16.416129110362373,20.0,0.0,ITM put,long (>0.5y),low vol (<=0.20)
80,100,1.0,0.05,0.25,100,20.0,1.0,19.176718357697748,20.363958357224497,-0.3639583572244973,ITM put,long (>0.5y),high vol (>0.20)
80,100,1.0,0.05,0.4,100,20.0,1.0,24.11559954294147,23.93792039746761,-3.937920397467611,ITM put,long (>0.5y),high vol (>0.20)
80,100,2.0,0.02,0.15,100,20.0,1.0,18.86164974286613,20.07888569800003,-0.07888569800002898,ITM put,long (>0.5y),low vol (<=0.20)
80,100,2.0,0.02,0.25,100,20.0,1.0,23.2391703389812,23.035598891304886,-3.035598891304886,ITM put,long (>0.5y),high vol (>0.20)
80,100,2.0,0.02,0.4,100,20.0,1.0,30.275543600768614,29.35602857233389,-9.35602857233389,ITM put,long (>0.5y),high vol (>0.20)
80,100,2.0,0.05,0.15,100,20.0,1.0,14.293274418287881,20.0,0.0,ITM put,long (>0.5y),low vol (<=0.20)
80,100,2.0,0.05,0.25,100,20.0,1.0,19.020927718863557,21.206256886018867,-1.206256886018867,ITM put,long (>0.5y),high vol (>0.20)
80,100,2.0,0.05,0.4,100,20.0,1.0,26.089644653240356,26.91327304798249,-6.913273047982489,ITM put,long (>0.5y),high vol (>0.20)
90,100,0.25,0.02,0.15,100,10.0,1.0,10.159311907890384,10.052597653017546,-0.052597653017546264,ITM put,short (<=0.5y),low vol (<=0.20)
90,100,0.25,0.02,0.25,100,10.0,1.0,11.481344972248223,11.032963039642631,-1.032963039642631,ITM put,short (<=0.5y),high vol (>0.20)
90,100,0.25,0.02,0.4,100,10.0,1.0,14.161990862639323,13.309982258943371,-3.3099822589433714,ITM put,short (<=0.5y),high vol (>0.20)
90,100,0.25,0.05,0.15,100,10.0,1.0,9.44034524642435,10.0,0.0,ITM put,short (<=0.5y),low vol (<=0.20)
90,100,0.25,0.05,0.25,100,10.0,1.0,10.864192430562461,10.698239336171584,-0.698239336171584,ITM put,short (<=0.5y),high vol (>0.20)
90,100,0.25,0.05,0.4,100,10.0,1.0,13.477226917000925,12.924683349341393,-2.924683349341393,ITM put,short (<=0.5y),high vol (>0.20)
90,100,0.5,0.02,0.15,100,10.0,1.0,10.460750618805063,10.363276972272919,-0.363276972272919,ITM put,short (<=0.5y),low vol (<=0.20)
90,100,0.5,0.02,0.25,100,10.0,1.0,12.81188871064151,12.280144706992399,-2.280144706992399,ITM put,short (<=0.5y),high vol (>0.20)
90,100,0.5,0.02,0.4,100,10.0,1.0,16.770901030649668,15.855358987965543,-5.855358987965543,ITM put,short (<=0.5y),high vol (>0.20)
90,100,0.5,0.05,0.15,100,10.0,1.0,9.226228774163868,10.032506586240137,-0.032506586240137025,ITM put,short (<=0.5y),low vol (<=0.20)
90,100,0.5,0.05,0.25,100,10.0,1.0,11.756124228423806,11.634238474332996,-1.6342384743329958,ITM put,short (<=0.5y),high vol (>0.20)
90,100,0.5,0.05,0.4,100,10.0,1.0,15.868746063596149,15.136779850648857,-5.136779850648857,ITM put,short (<=0.5y),high vol (>0.20)
90,100,1.0,0.02,0.15,100,10.0,1.0,11.167021615032526,11.06714542067987,-1.0671454206798696,ITM put,long (>0.5y),low vol (<=0.20)
90,100,1.0,0.02,0.25,100,10.0,1.0,14.89605671583529,14.23315365157262,-4.23315365157262,ITM put,long (>0.5y),high vol (>0.20)
90,100,1.0,0.02,0.4,100,10.0,1.0,20.859150969328898,19.534496355611147,-9.534496355611147,ITM put,long (>0.5y),high vol (>0.20)
90,100,1.0,0.05,0.15,100,10.0,1.0,8.909827299990262,10.267212382417135,-0.2672123824171351,ITM put,long (>0.5y),low vol (<=0.20)
90,100,1.0,0.05,0.25,100,10.0,1.0,12.857806365789259,13.041361238505246,-3.041361238505246,ITM put,long (>0.5y),high vol (>0.20)
90,100,1.0,0.05,0.4,100,10.0,1.0,18.87734304347956,18.19624148273132,-8.19624148273132,ITM put,long (>0.5y),high vol (>0.20)
90,100,2.0,0.02,0.15,100,10.0,1.0,12.063431115328001,12.191020496094374,-2.1910204960943744,ITM put,long (>0.5y),low vol (<=0.20)
90,100,2.0,0.02,0.25,100,10.0,1.0,17.657740597056424,16.983931008814782,-6.983931008814782,ITM put,long (>0.5y),high vol (>0.20)
90,100,2.0,0.02,0.4,100,10.0,1.0,25.614640346904057,24.430301543309803,-14.430301543309803,ITM put,long (>0.5y),high vol (>0.20)
90,100,2.0,0.05,0.15,100,10.0,1.0,8.340436292779929,10.675350247724406,-0.6753502477244062,ITM put,long (>0.5y),low vol (<=0.20)
90,100,2.0,0.05,0.25,100,10.0,1.0,13.925494619571475,14.846898344043954,-4.846898344043954,ITM put,long (>0.5y),high vol (>0.20)
90,100,2.0,0.05,0.4,100,10.0,1.0,21.885516801074598,21.975070621999215,-11.975070621999215,ITM put,long (>0.5y),high vol (>0.20)
100,100,0.25,0.02,0.15,100,2.789789829078737,0.8966666666666666,3.064495460469484,2.7727900390853617,0.01699978999337537,ATM,short (<=0.5y),low vol (<=0.20)
100,100,0.25,0.02,0.25,100,4.363983640080141,0.8466666666666667,5.243061642188501,4.750174380375186,-0.38619074029504485,ATM,short (<=0.5y),high vol (>0.20)
100,100,0.25,0.02,0.4,100,6.158727260759906,0.8133333333333334,8.56628720060574,7.714949486383633,-1.5562222256237268,ATM,short (<=0.5y),high vol (>0.20)
100,100,0.25,0.05,0.15,100,2.5127848809183,0.8733333333333333,2.651688580785222,2.5010522003914786,0.011732680526821415,ATM,short (<=0.5y),low vol (<=0.20)
100,100,0.25,0.05,0.25,100,4.193360741746122,0.83,4.832722083818272,4.452835798340915,-0.259475056594793,ATM,short (<=0.5y),high vol (>0.20)
100,100,0.25,0.05,0.4,100,6.0460799264537775,0.7933333333333333,8.041928964698002,7.395764515489214,-1.3496845890354363,ATM,short (<=0.5y),high vol (>0.20)
100,100,0.5,0.02,0.15,100,3.649078095928256,0.8733333333333333,4.120775537740751,3.8042263940003167,-0.15514829807206088,ATM,short (<=0.5y),low vol (<=0.20)
100,100,0.5,0.02,0.25,100,5.440767780917639,0.8066666666666666,7.194265107523497,6.585659981637887,-1.144892200720248,ATM,short (<=0.5y),high vol (>0.20)
100,100,0.5,0.02,0.4,100,6.572574502386195,0.84,11.701534274140181,10.752304261051108,-4.179729758664913,ATM,short (<=0.5y),high vol (>0.20)
100,100,0.5,0.05,0.15,100,3.2180615406441864,0.8266666666666667,3.361054418106718,3.296219617652065,-0.07815807700787847,ATM,short (<=0.5y),low vol (<=0.20)
100,100,0.5,0.05,0.25,100,5.261684993060224,0.7933333333333333,6.411806674905193,6.013430328478295,-0.7517453354180708,ATM,short (<=0.5y),high vol (>0.20)
100,100,0.5,0.05,0.4,100,6.421049475659636,0.83,10.980270097144018,10.124661495534435,-3.7036120198747984,ATM,short (<=0.5y),high vol (>0.20)
100,100,1.0,0.02,0.15,100,4.884121480331672,0.8033333333333333,5.511751405220999,5.153663853157251,-0.2695423728255797,ATM,long (>0.5y),low vol (<=0.20)
100,100,1.0,0.02,0.25,100,6.72756589464939,0.81,9.839225409477413,9.0475852984223,-2.3200194037729096,ATM,long (>0.5y),high vol (>0.20)
100,100,1.0,0.02,0.4,100,8.672501313150473,0.8866666666666667,16.23217516681764,14.869756522264709,-6.197255209114235,ATM,long (>0.5y),high vol (>0.20)
100,100,1.0,0.05,0.15,100,4.2497215084434625,0.7566666666666667,4.030969645134939,4.226797852513212,0.022923655930250142,ATM,long (>0.5y),low vol (<=0.20)
100,100,1.0,0.05,0.25,100,6.469711414999759,0.7833333333333333,8.181138681987331,7.96361087667666,-1.493899461676901,ATM,long (>0.5y),high vol (>0.20)
100,100,1.0,0.05,0.4,100,8.418359396820613,0.8733333333333333,14.568161091357258,13.646911065763575,-5.228551668942963,ATM,long (>0.5y),high vol (>0.20)
100,100,2.0,0.02,0.15,100,5.694631143209339,0.7933333333333333,7.0990999959447105,6.85684875429556,-1.1622176110862208,ATM,long (>0.5y),low vol (<=0.20)
100,100,2.0,0.02,0.25,100,7.555757752262658,0.8566666666666667,13.111807344765321,12.261478182458545,-4.705720430195886,ATM,long (>0.5y),high vol (>0.20)
100,100,2.0,0.02,0.4,100,9.330059336684183,0.9866666666666667,21.55449951991302,20.306821408382373,-10.97676207169819,ATM,long (>0.5y),high vol (>0.20)
100,100,2.0,0.05,0.15,100,4.888575697637549,0.73,4.512694833969905,5.224425517210077,-0.3358498195725277,ATM,long (>0.5y),low vol (<=0.20)
100,100,2.0,0.05,0.25,100,7.249932834796154,0.84,10.053887830940376,10.256554221795993,-3.0066213869998384,ATM,long (>0.5y),high vol (>0.20)
100,100,2.0,0.05,0.4,100,9.098327608369983,0.9833333333333333,18.27895616992586,17.966556906377388,-8.868229298007405,ATM,long (>0.5y),high vol (>0.20)
110,100,0.25,0.02,0.15,100,0.3430612732522053,0.6066666666666667,0.3868575398141301,0.33312575868353317,0.009935514568672144,ATM,short (<=0.5y),low vol (<=0.20)
110,100,0.25,0.02,0.25,100,1.4163062247453637,0.6,1.828920562935532,1.5732118594276299,-0.15690563468226615,ATM,short (<=0.5y),high vol (>0.20)
110,100,0.25,0.02,0.4,100,3.2363593880940598,0.65,4.7624025227611995,4.147626404044665,-0.9112670159506053,ATM,short (<=0.5y),high vol (>0.20)
110,100,0.25,0.05,0.15,100,0.2658751191083323,0.5833333333333334,0.3155079686723561,0.2714571638709496,-0.005582044762617311,ATM,short (<=0.5y),low vol (<=0.20)
110,100,0.25,0.05,0.25,100,1.2976985241340144,0.5833333333333334,1.6417139856910512,1.4252410027541798,-0.12754247862016532,ATM,short (<=0.5y),high vol (>0.20)
110,100,0.25,0.05,0.4,100,3.067915110967156,0.6366666666666667,4.444912033272941,3.9244296314310354,-0.8565145204638793,ATM,short (<=0.5y),high vol (>0.20)
110,100,0.5,0.02,0.15,100,0.9258994994240294,0.5633333333333334,1.0933402062935407,0.9529833930496686,-0.027083893625639233,ATM,short (<=0.5y),low vol (<=0.20)
110,100,0.5,0.02,0.25,100,2.5301219019394985,0.6,3.6298312590893236,3.16668387700932,-0.6365619750698217,ATM,short (<=0.5y),high vol (>0.20)
110,100,0.5,0.02,0.4,100,4.996849003353199,0.67,7.917655399832426,7.117726166249258,-2.1208771628960594,ATM,short (<=0.5y),high vol (>0.20)
110,100,0.5,0.05,0.15,100,0.760063156533573,0.5,0.7854149278547797,0.7436193342003261,0.016443822333246927,ATM,short (<=0.5y),low vol (<=0.20)
110,100,0.5,0.05,0.25,100,2.2733739074515777,0.5833333333333334,3.136932544398898,2.79121629520661,-0.5178423877550324,ATM,short (<=0.5y),high vol (>0.20)
110,100,0.5,0.05,0.4,100,4.817238362904152,0.6566666666666666,7.418090200485867,6.613209963120062,-1.7959716002159105,ATM,short (<=0.5y),high vol (>0.20)
110,100,1.0,0.02,0.15,100,1.7853168049224477,0.5866666666666667,2.3063034155030193,2.0275069167493456,-0.24219011182689787,ATM,long (>0.5y),low vol (<=0.20)
110,100,1.0,0.02,0.25,100,4.078152267721833,0.6566666666666666,6.221747649734687,5.516120714905351,-1.4379684471835175,ATM,long (>0.5y),high vol (>0.20)
110,100,1.0,0.02,0.4,100,6.248194236124889,0.78,12.503740584427455,11.294208433280899,-5.046014197156009,ATM,long (>0.5y),high vol (>0.20)
110,100,1.0,0.05,0.15,100,1.3259828188012743,0.47333333333333333,1.457860761277485,1.4873090794283368,-0.16132626062706246,ATM,long (>0.5y),low vol (<=0.20)
110,100,1.0,0.05,0.25,100,3.6771908034048373,0.6233333333333333,5.025375845604283,4.678215716620272,-1.001024913215435,ATM,long (>0.5y),high vol (>0.20)
110,100,1.0,0.05,0.4,100,6.0393181985740165,0.7733333333333333,11.178890602033205,10.216811689821638,-4.177493491247621,ATM,long (>0.5y),high vol (>0.20)
110,100,2.0,0.02,0.15,100,2.9981884055381327,0.6033333333333334,3.9412219524658076,3.621618990472612,-0.6234305849344794,ATM,long (>0.5y),low vol (<=0.20)
110,100,2.0,0.02,0.25,100,5.642282601707945,0.7133333333333334,9.648424216852488,8.80407751660836,-3.1617949149004145,ATM,long (>0.5y),high vol (>0.20)
110,100,2.0,0.02,0.4,100,8.413609248064937,0.93,18.199219502909695,16.951834541206953,-8.538225293142016,ATM,long (>0.5y),high vol (>0.20)
110,100,2.0,0.05,0.15,100,2.2306529009009113,0.4766666666666667,2.2361698281618745,2.4400528800197234,-0.20939997911881214,ATM,long (>0.5y),low vol (<=0.20)
110,100,2.0,0.05,0.25,100,5.119334912775234,0.71,7.209351471763591,7.067123840177509,-1.947788927402275,ATM,long (>0.5y),high vol (>0.20)
110,100,2.0,0.05,0.4,100,8.030208933567364,0.9266666666666666,15.336606857994427,14.76945668413742,-6.7392477505700565,ATM,long (>0.5y),high vol (>0.20)
120,100,0.25,0.02,0.15,100,0.007606319785442685,0.23,0.022768674672451673,0.01592033155862058,-0.008314011773177895,OTM put,short (<=0.5y),low vol (<=0.20)
120,100,0.25,0.02,0.25,100,0.39805195902701745,0.38,0.4784744809575888,0.40231228379288897,-0.004260324765871515,OTM put,short (<=0.5y),high vol (>0.20)
120,100,0.25,0.02,0.4,100,1.5132205032312236,0.49,2.457342829518803,2.0616362782464943,-0.5484157750152707,OTM put,short (<=0.5y),high vol (>0.20)
120,100,0.25,0.05,0.15,100,0.0017013619524248096,0.19333333333333333,0.013755563110122548,0.011725392198593084,-0.010024030246168275,OTM put,short (<=0.5y),low vol (<=0.20)
120,100,0.25,0.05,0.25,100,0.35610173645748927,0.3566666666666667,0.4235514346188791,0.352209278837551,0.003892457619938283,OTM put,short (<=0.5y),high vol (>0.20)
120,100,0.25,0.05,0.4,100,1.433753510906638,0.4633333333333333,2.2209569201029704,1.9269986474301228,-0.4932451365234849,OTM put,short (<=0.5y),high vol (>0.20)
120,100,0.5,0.02,0.15,100,0.13942328959662845,0.2833333333333333,0.20272076893860774,0.16141001722824835,-0.021986727631619907,OTM put,short (<=0.5y),low vol (<=0.20)
120,100,0.5,0.02,0.25,100,1.0823702117917189,0.42,1.5908573367773022,1.357474621454725,-0.2751044096630062,OTM put,short (<=0.5y),high vol (>0.20)
120,100,0.5,0.02,0.4,100,2.972612421621463,0.5833333333333334,5.136978646424424,4.560271808224753,-1.5876593866032902,OTM put,short (<=0.5y),high vol (>0.20)
120,100,0.5,0.05,0.15,100,0.10065397321266116,0.24,0.1035116722953123,0.1140715621997819,-0.01341758898712074,OTM put,short (<=0.5y),low vol (<=0.20)
120,100,0.5,0.05,0.25,100,0.9810876384592854,0.38333333333333336,1.329632286982127,1.156430980224228,-0.1753433417649427,OTM put,short (<=0.5y),high vol (>0.20)
120,100,0.5,0.05,0.4,100,2.86327880042716,0.56,4.825248682324178,4.183408086192001,-1.3201292857648412,OTM put,short (<=0.5y),high vol (>0.20)
120,100,1.0,0.02,0.15,100,0.6161775937360768,0.3433333333333333,0.7783041566415886,0.6741176016377486,-0.05794000790167175,OTM put,long (>0.5y),low vol (<=0.20)
120,100,1.0,0.02,0.25,100,2.3722785688753447,0.5066666666666667,3.7757770069771746,3.2507361184100154,-0.8784575495346707,OTM put,long (>0.5y),high vol (>0.20)
120,100,1.0,0.02,0.4,100,4.692757306972854,0.7533333333333333,9.494733690101548,8.516383723516789,-3.8236264165439353,OTM put,long (>0.5y),high vol (>0.20)
120,100,1.0,0.05,0.15,100,0.3583735845849985,0.29,0.4025127989509569,0.4466056403887793,-0.0882320558037808,OTM put,long (>0.5y),low vol (<=0.20)
120,100,1.0,0.05,0.25,100,1.9315865492089543,0.45,2.9745669517674407,2.6627850194215963,-0.731198470212642,OTM put,long (>0.5y),high vol (>0.20)
120,100,1.0,0.05,0.4,100,4.449423901457922,0.7533333333333333,8.466512571155574,7.604981040809117,-3.1555571393511954,OTM put,long (>0.5y),high vol (>0.20)
120,100,2.0,0.02,0.15,100,1.3499593330149295,0.42,2.0363498941795073,1.7984700550309571,-0.4485107220160276,OTM put,long (>0.5y),low vol (<=0.20)
120,100,2.0,0.02,0.25,100,3.9026658481501757,0.6833333333333333,7.004251082462451,6.241154893035263,-2.3384890448850877,OTM put,long (>0.5y),high vol (>0.20)
120,100,2.0,0.02,0.4,100,5.965455850682741,0.9233333333333333,15.371809482009764,14.17158714059805,-8.206131289915309,OTM put,long (>0.5y),high vol (>0.20)
120,100,2.0,0.05,0.15,100,0.9862028537291372,0.31666666666666665,1.0285159030804651,1.0863442215779875,-0.1001413678488503,OTM put,long (>0.5y),low vol (<=0.20)
120,100,2.0,0.05,0.25,100,3.371486116733674,0.6433333333333333,5.038322252098952,4.830300903110564,-1.4588147863768905,OTM put,long (>0.5y),high vol (>0.20)
120,100,2.0,0.05,0.4,100,5.616824088004836,0.9266666666666666,12.826803291905593,12.173811261020537,-6.556987173015702,OTM put,long (>0.5y),high vol (>0.20)
130,100,0.25,0.02,0.15,100,0.0,0.05,0.0,0.000342673033416492,-0.000342673033416492,OTM put,short (<=0.5y),low vol (<=0.20)
130,100,0.25,0.02,0.25,100,0.06581850658203016,0.14333333333333334,0.11575821846843343,0.08207933486147714,-0.016260828279446984,OTM put,short (<=0.5y),high vol (>0.20)
130,100,0.25,0.02,0.4,100,0.7169363946623692,0.3433333333333333,1.1271408714464692,0.9604915185299151,-0.24355512386754585,OTM put,short (<=0.5y),high vol (>0.20)
130,100,0.25,0.05,0.15,100,0.0,0.04,0.0,0.0002294387820780594,-0.0002294387820780594,OTM put,short (<=0.5y),low vol (<=0.20)
130,100,0.25,0.05,0.25,100,0.06533958742599723,0.12666666666666668,0.09511083475811508,0.06958811378922737,-0.004248526363230143,OTM put,short (<=0.5y),high vol (>0.20)
130,100,0.25,0.05,0.4,100,0.6770303807303828,0.34,1.02588602838742,0.8871698556218316,-0.2101394748914488,OTM put,short (<=0.5y),high vol (>0.20)
130,100,0.5,0.02,0.15,100,0.005320869177785868,0.06,0.02447438472307588,0.01913296275362547,-0.013812093575839603,OTM put,short (<=0.5y),low vol (<=0.20)
130,100,0.5,0.02,0.25,100,0.4272217456001084,0.2633333333333333,0.6586222555459581,0.5386442162069032,-0.11142247060679478,OTM put,short (<=0.5y),high vol (>0.20)
130,100,0.5,0.02,0.4,100,1.7533397749629602,0.5533333333333333,3.2772613226085445,2.8759202837229996,-1.1225805087600393,OTM put,short (<=0.5y),high vol (>0.20)
130,100,0.5,0.05,0.15,100,0.0009094957582566604,0.04666666666666667,0.00433077637495675,0.012283761408285469,-0.011374265650028808,OTM put,short (<=0.5y),low vol (<=0.20)
130,100,0.5,0.05,0.25,100,0.3625402041337559,0.24333333333333335,0.5362319504272146,0.4445076103929334,-0.08196740625917753,OTM put,short (<=0.5y),high vol (>0.20)
130,100,0.5,0.05,0.4,100,1.6679645828917522,0.5366666666666666,3.0816715266445804,2.6081150731708735,-0.9401504902791213,OTM put,short (<=0.5y),high vol (>0.20)
130,100,1.0,0.02,0.15,100,0.14840551203764651,0.18,0.24898467231437119,0.19820897341602856,-0.04980346137838204,OTM put,long (>0.5y),low vol (<=0.20)
130,100,1.0,0.02,0.25,100,1.2932842731812606,0.4166666666666667,2.180246027722621,1.8404061206617068,-0.5471218474804462,OTM put,long (>0.5y),high vol (>0.20)
130,100,1.0,0.02,0.4,100,3.383721831392636,0.78,7.180579752753108,6.385304746796726,-3.0015829154040903,OTM put,long (>0.5y),high vol (>0.20)
130,100,1.0,0.05,0.15,100,0.08321355589408964,0.11666666666666667,0.10060985814444927,0.11952823461516082,-0.03631467872107118,OTM put,long (>0.5y),low vol (<=0.20)
130,100,1.0,0.05,0.25,100,1.1029156127553388,0.37,1.654066173106131,1.4589186767407951,-0.35600306398545634,OTM put,long (>0.5y),high vol (>0.20)
130,100,1.0,0.05,0.4,100,3.2014536430341733,0.7666666666666667,6.383386574619966,5.633541772445814,-2.4320881294116408,OTM put,long (>0.5y),high vol (>0.20)
130,100,2.0,0.02,0.15,100,0.6719714251552975,0.31666666666666665,0.9427240449595907,0.8438893793190743,-0.17191795416377675,OTM put,long (>0.5y),low vol (<=0.20)
130,100,2.0,0.02,0.25,100,2.6404821761522097,0.6933333333333334,5.024323753406066,4.3800092598519385,-1.7395270836997287,OTM put,long (>0.5y),high vol (>0.20)
130,100,2.0,0.02,0.4,100,4.9581965234099705,0.94,12.933632957609303,11.825282131984176,-6.867085608574206,OTM put,long (>0.5y),high vol (>0.20)
130,100,2.0,0.05,0.15,100,0.3214143245893365,0.25333333333333335,0.3911121392260278,0.4615515825690784,-0.1401372579797419,OTM put,long (>0.5y),low vol (<=0.20)
130,100,2.0,0.05,0.25,100,2.159791489382052,0.6466666666666666,3.520442677094889,3.278507835886216,-1.118716346504164,OTM put,long (>0.5y),high vol (>0.20)
130,100,2.0,0.05,0.4,100,4.673984791858109,0.9533333333333334,10.67887763596677,10.027297946425055,-5.353313154566946,OTM put,long (>0.5y),high vol (>0.20)
